,Term,Ndeᵗᵢ,Ndeᶜᵗ,Ndᶜᵗeᵗᵢ,Eᵗ,LPM,TGM,LRM,included_snomed
110,"('ignacio', 'de', 'pombo')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
111,"('lo', 'hospital', 'peninsular')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
112,"('del', 'médico', 'francisco')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
113,"('con', 'gota', 'tofácea')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
114,"('en', 'inmunologia', 'normal')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
115,"('interpretación', '``', 'inductiva')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
116,"('schick', 'in')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
117,"('exámén', 'serológico')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
118,"('mujer', 'sin', 'antecedente')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
119,"('canseco', 'gonzález')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
120,"('francisco', 'paula')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
121,"('inmunológica', 'y', 'anergia')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
122,"('manifestada', 'como', 'síndrome')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
123,"('antioxidante', 'en', 'asma')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
124,"('debemo', 'dar', 'respuesta')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
125,"('su', 'determinación', 'inmunológica')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
126,"('contraste', 'no', 'iodado')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
127,sai,1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,True
128,"('la', 'unión', 'internacional')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,True
129,"('urticariano', 'asociado')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
130,"('congreso', 'de', 'alergia')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
131,"('y', 'practicante', 'sancionado')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
132,lfa-1,1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,True
133,"('alérgica', 'a', 'abeja')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
134,"('hacia', 'antígeno', 'inhalable')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
135,"('variable', 'en', 'adulto')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
136,"('vida', 'en', 'urticaria')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
137,"('la', 'biblioteca', 'dr')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
138,"('investigación', 'de', 'posgrado')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
139,"(""l'inoculation"", 'déférée', 'à')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
140,"('extracto', 'de', 'staphylococcu')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
141,"('mosco', 'y', 'hormiga')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
142,"('latinoamericano', 'de', 'alergia')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
143,"('futuro', 'sin', 'complejo')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
144,latinomericiana,1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
145,"('ciencia', 'experimental')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
146,traer,1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,True
147,"('enfermedad', 'respiratoria', 'alérgica')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,True
148,"('saic', 'reunion')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
149,"('autoinmún', 'y', 'bronquiectasia')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
150,"('esquema', 'anticipatorio')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
151,"('alergología', 'e', 'inmunología')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
152,argentinal,1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
153,"('epicutánea', 'modificada')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
154,"('fármaco', 'con', 'radical')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
155,"('en', 'inmunología', 'clínica')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,True
156,"('inmunologia', 'normal')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
157,"('alérgica', 'residente')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
158,"('bronquial', 'no', 'alérgica')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
159,sancionado,1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
160,"('e', 'inmunologia', 'clinica')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
161,reig,1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
162,"('enfermedad', 'alérgica', 'residente')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
163,"('safi', 'reunion')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
164,"('alrededor', 'del', 'mundo')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
165,"('del', 'abordaje', 'diagnóstico')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
166,"('la', 'vacuna', 'antivariolica')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
167,"('látex', 'en', 'estudiante')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
168,"('schick', 'in', 'memoriam')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
169,"('lla', 'plataforma')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
170,"('supergene', 'de', 'histocompatibilidad')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
171,"('saic', 'reunion', 'cientifica')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
172,"('valor', 'de', 'do')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
173,"('preliminar', 'del', 'abordaje')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
174,frouchtman,1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
175,"('con', 'radical', 'sulfamídico')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
176,"('anticolérica', 'ferrán')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
177,"('alergia', 'perioperatoria')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
178,"('posgrado', 'en', 'inmunología')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
179,"('cientifica', 'anual')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
180,"('prevalencia', 'y', 'manifestación')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
181,"('international', 'de', 'alergia')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
182,"('bela', 'schick', 'in')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
183,"('plataforma', 'electrónica')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
184,"('orofaríngea', 'en', 'sujeto')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
185,"('vacuna', 'en', 'cordoba')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
186,"('haedo', 'de', 'paz')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
187,"('respiratoria', 'alérgica')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,True
188,"('sai', 'reunion', 'cientifica')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
189,"('la', 'immunologia', 'contemporánea')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
190,"('internacional', 'de', 'sociedad')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
191,"('reacción', 'adversa', 'inmunitaria')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
192,"('cutánea', 'hacia', 'antígeno')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
193,s.xix,1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
194,"('estrategia', 'financiera', 'personal')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
195,"('curso', 'international')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
196,"('inmunología', 'y', 'terapéutica')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
197,"('prueba', 'epicutánea', 'modificada')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
198,"('medico', 'y', 'practicante')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
199,supergene,1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
200,"('inmunologia', 'del', 'futuro')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
201,"('actual', 'en', 'inmunologia')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
202,"('única', 'manifestación', 'inicial')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
203,"('carlo', 'canseco')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
204,"('y', 'anergia', 'leprosa')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
205,"('de', 'uso', 'perioperatorio')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
206,"('busca', 'de', 'autoinmunidad')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
207,imbarazo,1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
208,"('de', 'alergia', 'pediátrica')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
209,"('reunion', 'cientifica')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
210,revalida,1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
211,"('alérgica', 'y', 'dermatitis')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
212,"('antecedente', 'de', 'asma')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,True
213,"('doctor', 'frouchtman')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
214,"('rolf', 'zinkernagel')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
215,"('alérgica', 'a', 'antirretroviral')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
216,"('y', 'peter', 'doherty')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
217,"('desensibilización', 'a', 'darunavir')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
218,"('inoculación', 'y', 'vacuna')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
219,"('bela', 'schick')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
220,"('lo', 'propio', 'modificado')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
221,clodomiro,1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
222,tiburcia,1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
223,saic,1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
224,"('uso', 'del', 'factor')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
225,"('clodomiro', 'picado')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
226,"('adversa', 'inmunitaria')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
227,"('latinomericiana', 'de', 'alergia')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
228,"('exhalado', 'como', 'marcador')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
229,12/il,1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
230,"('latinoamericana', 'de', 'alergia')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
231,"('prevenciûn', 'de', 'infección')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
232,homeopática,1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,True
233,"('el', 'virrey', 'sobremonte')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
234,"('métoda', 'para', 'diagnóstico')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
235,"('traer', 'la', 'vacuna')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
236,"('cincuentenario', 'del', 'servicio')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
237,"('alopurinol', 'en', 'paciente')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
238,bela,1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
239,"('académico', 'del', 'alergólogo')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
240,"('paula', 'del', 'rivero')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
241,"('del', 'suero', 'antidiftérico')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
242,"('argentinal', 'de', 'investigacion')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
243,"('anticolérica', 'de', 'ferrán')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
244,"('inoculación', 'anticolérica', 'ferrán')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
245,"('inflamación', 'en', 'niño')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
246,"('hacia', 'alérgeno', 'alimentario')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
247,"('anergia', 'leprosa')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
248,vallery-radot,1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
249,"('con', 'defecto', 'innato')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
250,"('inmunidad', 'y', 'antibiotico')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
251,brighton,1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,True
252,"('inmunólogo', 'clínico')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,True
253,"('doctor', 'lui', 'pasteur')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
254,"('un', 'esquema', 'anticipatorio')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
255,"('karl', 'landsteiner')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
256,"('doctor', 'carlo', 'canseco')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
257,ifng-il,1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
258,"('la', 'inoculación', 'anticolérica')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
259,"('actinidia', 'deliciosa')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
260,"('vacuna', 'a', 'nueva')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
261,uisi,1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
262,"('obra', 'de', 'bordet')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
263,"('y', 'defensa', 'inmunologica')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
264,"('vacunación', 'homeopática')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
265,mosco,1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
266,"('doña', 'tiburcia', 'haedo')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
267,constantino,1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,True
268,"('immunologia', 'contemporánea')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
269,"('defecto', 'innato')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
270,safi,1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
271,"('de', 'importancia', 'medica')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
272,"('severa', 'e', 'hiper-ige')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
273,"('lui', 'pasteur', 'vallery-radot')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
274,"('económico', 'y', 'control')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
275,"('experimental', 'e', 'importancia')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
276,"('para', 'mal', 'control')",1,0,451,1,1.0022123893805308,1.0,1.0022123893805308,False
